Time,3.7849298500241892,3.620367682631833,3.455805515239477,3.291243347847121,3.1266811804547654,2.962119013062409,2.797556845670053,2.6329946782776967,2.468432510885341,2.303870343492985,2.1393081761006285,1.9747460087082727,1.8101838413159166,1.6456216739235605,1.4810595065312044,1.3164973391388484,1.1519351717464925,0.9873730043541363,0.8228108369617803,0.6582486695694242,0.49368650217706816,0.3291243347847121,0.16456216739235605,0.0,-0.16456216739235605,-0.3291243347847121,-0.49368650217706816,-0.6582486695694242,-0.8228108369617803,-0.9873730043541363,-1.1519351717464925,-1.3164973391388484,-1.4810595065312044,-1.6456216739235605,-1.8101838413159166,-1.9747460087082727,-2.1393081761006285,-2.303870343492985,-2.468432510885341,-2.6329946782776967,-2.797556845670053,-2.962119013062409,-3.1266811804547654,-3.291243347847121,-3.455805515239477,-3.620367682631833,-3.7849298500241892
0.005,7.724127182923299e-12,3.880638289326699e-12,1.2307874103676998e-12,-2.1408567362471e-13,-7.662192823916299e-13,-7.9524719809583e-13,-5.9705946780087e-13,-3.5697060056879e-13,-1.6372370623328e-13,-4.1560666180199997e-14,1.8733412994059e-14,3.7710998269449996e-14,3.4968157280995e-14,2.4338202846799e-14,1.3515283092353e-14,5.6026239897014e-15,1.0137169439393e-15,-1.0160064532808e-15,-1.4988422025474e-15,-1.2586911324426e-15,-8.139344827440003e-16,-4.1880385783330006e-16,-1.5464964317240001e-16,-1.4313608494427998e-17,4.0440468071244e-17,4.8354542073612997e-17,3.7122224520462e-17,2.2329402855997e-17,1.0607312344973e-17,3.4131395925993002e-18,-7.5460500510115e-20,-1.245676493164e-18,-1.2705572613408e-18,-8.9761379609189e-19,-5.0237867727472e-19,-2.191757186758e-19,-5.9312344339846e-20,1.1006107042213001e-20,3.0402885945058e-20,2.7255454710662004e-20,1.7801701204491e-20,9.264992840212301e-21,3.6847871016537e-21,7.8732624825962015e-22,-3.5743103416996003e-22,-5.9538629671584e-22,-4.7812631352918e-22
1.005,8.358152817512999e-12,4.3782162110342e-12,1.5397849728685999e-12,-6.6718005390341e-14,-7.262593633759799e-13,-8.1110942324517e-13,-6.320541333891999e-13,-3.9057280612304997e-13,-1.8775148533831e-13,-5.5210565540721e-14,1.2981319150289e-14,3.669871551859e-14,3.6124540907607e-14,2.6036966458083e-14,1.4959649629264e-14,6.5482959969587e-15,1.5035870156217e-15,-8.3797168760667e-16,-1.4896089248325001e-15,-1.3159185543668e-15,-8.7991863674514e-16,-4.6929314644448025e-16,-1.8499261764776e-16,-2.8561347202606e-17,3.615785974707e-17,4.8911430210188e-17,3.9251786536613e-17,2.4396063561975e-17,1.2045098134285e-17,4.2066617496373e-18,2.5906150394489e-19,-1.1690135763367001e-18,-1.3050619582521e-18,-9.595070840558e-19,-5.5482637126108e-19,-2.5256719203697e-19,-7.6212712961216e-20,4.7055707893825e-21,2.9501887691682e-20,2.8383307024423e-20,1.9232586189629e-20,1.0346906038748e-20,4.3175949220688e-21,1.0800327145527001e-21,-2.6324684467422e-22,-5.9253099902827e-22,-5.0423568138254005e-22
2.005,8.999818261355099e-12,4.9018567974816e-12,1.8760264616319e-12,1.0123087259625e-13,-6.740139756922999e-13,-8.2147477390708e-13,-6.658813988184399e-13,-4.2513250332585e-13,-2.1336176125243005e-13,-7.027297237186e-14,6.2695910562995e-15,3.5172194416262e-14,3.7086869529898e-14,2.7723009804855e-14,1.6466728663621998e-14,7.5689692677691e-15,2.0523567355564e-15,-6.2376431790585e-16,-1.4631136343724e-15,-1.3679757201189e-15,-9.467782508849e-16,-5.2268029809334e-16,-2.1815815724761e-16,-4.4792279662597e-17,3.0773003941884e-17,4.9006811087866e-17,4.1285991524311e-17,2.6526648229413e-17,1.3584721611569e-17,5.0853395286577e-18,6.4762803716586e-19,-1.0652342407289e-18,-1.3298628896175001e-18,-1.0205790451938e-18,-6.097200802944e-19,-2.8876467157535e-19,-9.518446045493301e-20,-2.7882793842618002e-21,2.8063886825764004e-20,2.935465397559e-20,2.067899995758e-20,1.1494908343164e-20,5.011961495526e-21,1.4135068362272001e-21,-1.4771159406431001e-22,-5.8115978744525e-22,-5.2851907701063e-22
3.005,9.6442945647314e-12,5.450191903241499e-12,2.2400225929494997e-12,2.9095432331822e-13,-6.083121402632999e-13,-8.2549447084698e-13,-6.9805707630129e-13,-4.604497477306899e-13,-2.4052770764788e-13,-8.6800306846311e-14,-1.4725921889175005e-15,3.3072468757936e-14,3.7817202929641e-14,2.9377342880737e-14,1.8030375688117e-14,8.6653091808926e-15,2.6631878343385e-15,-3.7013480441674004e-16,-1.4169892927867e-15,-1.4135057987153001e-15,-1.0139283665597e-15,-5.788400519561201e-16,-2.5422984356307e-16,-6.3143840239115e-17,2.4168307315961e-17,4.8564573257247e-17,4.3186081703853997e-17,2.8707284042304e-17,1.5225332684038e-17,6.053214789511201e-18,1.0948096111043e-18,-9.3094664825671e-19,-1.3429954069341e-18,-1.0799496657059e-18,-6.668177747381199e-19,-3.2781668415285e-19,-1.1635939535479e-19,-1.1594761571324001e-20,2.6010438496807003e-20,3.0128780568348004e-20,2.2125217194303e-20,1.2706294192483001e-20,5.7702246254572e-21,1.7909638859443e-21,-8.3473855554671e-24,-5.5981323776894005e-22,-5.503004330291002e-22
4.005,1.0286105719903e-11,6.021449249283699e-12,2.6320946288695e-12,5.0360094734215e-13,-5.2795264883615e-13,-8.2226520882157e-13,-7.2804672855689e-13,-4.9628976495744e-13,-2.6920364541433e-13,-1.0483797678149e-13,-1.0315885140423e-14,3.0337867006767e-14,3.8274466317055e-14,3.0978535781397e-14,1.9642965831955e-14,9.837298707896601e-15,3.3390681725696e-15,-7.3758009285768e-17,-1.3487170809939001e-15,-1.4510137507035e-15,-1.0806904944461e-15,-6.3759750290429e-16,-2.9327254953922005e-16,-8.3751806188891e-17,1.622098397463e-17,4.7502387730977e-17,4.4908524946622e-17,3.0921254138628e-17,1.6964775944638e-17,7.1139640655058e-18,1.6052553916802e-18,-7.6254672174957e-19,-1.3422994549889e-18,-1.136608324954e-18,-7.2580878269665e-19,-3.6974525419478997e-19,-1.3986526658676e-19,-2.1837961558039e-20,2.3256840072828e-20,3.0660154809559e-20,2.3552668165367002e-20,1.3977047465394e-20,6.5943208709249e-21,2.2156374611596e-21,1.5747047925964e-22,-5.2689093595374025e-22,-5.6880947993945005e-22
5.005,1.0919096139619001e-11,6.6134167258658e-12,3.0523468010984e-12,7.4025799412456e-13,-4.3171136372350005e-13,-8.1083043683943e-13,-7.5526399903171e-13,-5.3238046953364e-13,-2.993228939446e-13,-1.2442295879846e-13,-2.0330053942246e-14,2.6904244781543e-14,3.8414416108777997e-14,3.2502584707991e-14,2.1295256763268e-14,1.1084138561437e-14,4.0827549568677e-15,2.6874320921407003e-16,-1.2556301980894e-15,-1.4788612954789e-15,-1.1462855934975e-15,-6.987223337052103e-16,-3.3532881677726e-16,-1.0674853962658001e-16,6.803599346962501e-18,4.5731639089208e-17,4.6404738855553e-17,3.3148726840081e-17,1.8799401930143e-17,8.2707956454205e-18,2.1836518589497e-18,-5.562251226362799e-19,-1.3254122826318e-18,-1.1894036962436e-18,-7.863057758024099e-19,-4.1454105299471997e-19,-1.6582348316711e-19,-3.3646028867008003e-20,1.9712085007454002e-20,3.0898144264238e-20,2.4939664481377e-20,1.5301655979363e-20,7.4856873353239e-21,2.690740607530301e-21,3.5250607310936e-22,-4.8064647481186e-22,-5.8317438965722e-22
6.005,1.1536400242299e-11,7.223406200631199e-12,3.5006372044015e-12,1.0019331942558e-12,-3.1834969021717e-13,-7.901823137329699e-13,-7.7906921636848e-13,-5.6841000940083e-13,-3.3079553433002e-13,-1.4558226723798e-13,-3.1583162891062e-14,2.2705274564165e-14,3.8189632744361e-14,3.3922784968522e-14,2.2976248405875998e-14,1.2404140913359e-14,4.8967120368817e-15,6.607703711446801e-16,-1.1349197903894e-15,-1.4952626482875e-15,-1.2098270655284e-15,-7.6192276529247e-16,-3.8041491791278005e-16,-1.3226099359306001e-16,-4.215248968355e-18,4.3157416098257e-17,4.7620827871373e-17,3.5366476807360005e-17,2.0723864932785e-17,9.5263352539976e-18,2.834674219058e-18,-3.079778048133e-19,-1.2897623399430001e-18,-1.2370336280255e-18,-8.478363174237199e-19,-4.6215809824442e-19,-1.9434651780622e-19,-4.7150299934393005e-20,1.5278887318987e-20,3.0786746722487e-20,2.6261115614717002e-20,1.6672911855657e-20,8.4451521476748e-21,3.219420129331801e-21,5.796522235102e-22,-4.1918345844966e-22,-5.9241440501962e-22
7.005,1.2130414684946e-11,7.848217103568899e-12,3.976547235541499e-12,1.2895349801102e-12,-1.8662429374008e-13,-7.592644088696799e-13,-7.987683227824099e-13,-6.0402436326318e-13,-3.6350609439939e-13,-1.6833131060731998e-13,-4.4140665136657e-14,1.7672797666234e-14,3.7549544396745e-14,3.520961325389e-14,2.467304045144e-14,1.3794616854056e-14,5.7830410764641006e-15,1.1057174175135e-15,-9.8364326254243e-16,-1.4982811869727e-15,-1.2703138429587e-15,-8.2683924787397e-16,-4.2851659890957003e-16,-1.6040846780049002e-16,-1.6970099648764e-17,3.9678571278347997e-17,4.849733842899001e-17,3.7547600004734e-17,2.2730907522363e-17,1.08824998049e-17,3.5629299502081e-18,-1.3620609607148e-20,-1.2325646310572001e-18,-1.2780351231312001e-18,-9.0983400130517e-19,-5.125079917138002e-19,-2.2553497206352e-19,-6.2484229403956e-20,9.8537886618476e-21,3.0264340833115004e-20,2.7488238122169004e-20,1.8081697782492e-20,9.472813018096e-21,3.8047034487841e-21,8.419162588833e-22,-3.4045275193223e-22,-5.9543255072172e-22
8.005,1.2692773827268e-11,8.484100096405399e-12,4.4793496769386994e-12,1.6038510733854998e-12,-3.5298131265811e-14,-7.1697521977251e-13,-8.1361217939006e-13,-6.3882502103619e-13,-3.9731116762407e-13,-1.9267213640781998e-13,-5.8064393367278e-14,1.1737243563728e-14,3.6440485655069996e-14,3.633062168962e-14,2.6370688809071e-14,1.5251757853511e-14,6.7434064261373e-15,1.6069341223398e-15,-7.987352342906003e-16,-1.485827222248e-15,-1.3266236578349e-15,-8.9303792186955e-16,-4.795844988184601e-16,-1.9130010017764002e-16,-3.1597631197473e-17,3.5187859551914e-17,4.896903777243001e-17,3.9661224725589e-17,2.4811132112977998e-17,1.2340358753310001e-17,4.3728938563683e-18,3.3119160476195997e-19,-1.1508178190097e-18,-1.3107745520045001e-18,-9.716292182603e-19,-5.6545368656747e-19,-2.5947428103698997e-19,-7.9782109627959e-20,3.3273610122788002e-21,2.9263463327279004e-20,2.8588259962561e-20,1.9516759393692e-20,1.0567903292076e-20,4.4494373582217e-21,1.1424016457677e-21,-2.4225124050662e-22,-5.9100853754433e-22
