Intensity,Pop_GS,pop_all,pop_inn,pop_out
1.1,0.82033613206748,0.10000000155158,0.83418565644294,0.16581435907286
1.3,0.74420872553330,0.10000000193869,0.76784634182990,0.23215367755696
1.5,0.65526792293962,0.10000000316148,0.68564122534615,0.31617653543982
1.7,0.56174984955629,0.99999999675618,0.58589020283744,0.41410979391875
1.9,0.44118059357003,0.99999999916422,0.47458100571631,0.52541899344790
2.2,0.32784582782363,0.10000000667555,0.40125268737421,0.59874737938133
2.5,0.26681719900192,0.10000003027279,0.28018376698171,0.71981653574616
