Time,-5.75,-5.5,-5.25,-5.0,-4.75,-4.5,-4.25,-4.0,-3.75,-3.5,-3.25,-3.0,-2.75,-2.5,-2.25,-2.0,-1.75,-1.5,-1.25,-1.0,-0.75,-0.5,-0.25,-0.0,0.25,0.5,0.75,1.0,1.25,1.5,1.75,2.25,2.5,2.75,3.0,3.25,3.5,3.75,4.0,4.25,4.5,4.75,5.0,5.25,5.5,5.75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0391474385578e-17,4.4775297223684e-18,-6.4146644066999e-17,-2.1982698848725002e-16,-4.5020620950318e-16,-5.9168050137857e-16,-1.891676566816e-16,1.5548813671354e-15,5.4421935809577e-15,1.1099334014897e-14,1.4656849194802e-14,5.9286547623036006e-15,-3.2067515774036e-14,-1.1521941374672e-13,-2.3660185143553e-13,-3.1345945189577997e-13,-1.4768410210315e-13,5.6782058230135e-13,2.1075495081570998e-12,4.2666468001976e-12,5.661367378424899e-12,3.0462361807559e-12,-8.4369965291517e-12,-3.2611901901298e-11,-6.585691173606e-11,-8.7410998824764e-11,-5.1555895524795004e-11,1.0621625268304001e-10,4.3157026014573005e-10,8.696356878883201e-10,1.1533616906058e-09,-1.1288095871895e-09,-4.8819736797095e-09,-9.8241980466576e-09,-1.3007501763288e-08,-8.7284913553342e-09,1.0084093569415e-08,4.7199805107356e-08,9.4946391466576e-08,1.2540421326021e-07,8.8094729530606e-08,-7.5239061060837e-08,-3.8994338169411e-07,-7.8500614363386e-07,-1.0336457203015e-06,-7.5345307495006e-07
2.0,5.5045129945922e-17,8.467003813482e-18,-1.8458490849909e-16,-6.156462900773e-16,-1.2422198908515001e-15,-1.5990681234863e-15,-4.1890656116511005e-16,4.4847085202893e-15,1.5240792923587e-14,3.0621124081835e-14,3.9649678537468e-14,1.4011992965642e-14,-9.275771833564e-14,-3.2269767432022e-13,-6.5097699048153e-13,-8.4656731582402e-13,-3.6179636367706e-13,1.6438214119639999e-12,5.889450214253999e-12,1.174554199989e-11,1.5310933865438e-11,7.6157106666918e-12,-2.4549281880569e-11,-9.1168491390962e-11,-1.8126246828633002e-10,-2.3652058419560004e-10,-1.3083527182719002e-10,3.108140296227e-10,1.2066797243838e-09,2.3931038850005e-09,3.1220859651017e-09,-3.3275690663615e-09,-1.3653345118842e-08,-2.7029472390184e-08,-3.5221641286585e-08,-2.2565574426376e-08,3.0020108975929e-08,1.3204537862158e-07,2.611771917659e-07,3.3964848371147e-07,2.2913944196332e-07,-2.2705681620654e-07,-1.0913530351435e-06,-2.1589697651715e-06,-2.8000134470438e-06,-1.9691434614815e-06
3.0,9.7128972517442e-17,6.6141796041101e-18,-3.5198898765978004e-16,-1.1374993619839001e-15,-2.2539438966739e-15,-2.8261755706077003e-15,-5.287674989432801e-16,8.5736260943657e-15,2.8157632906155e-14,5.5551558643212e-14,7.0169900187559e-14,2.0170527993698e-14,-1.7787916453858e-13,-5.9613914996204e-13,-1.1755549513984e-12,-1.4931127167388998e-12,-5.5381246674929e-13,3.1507799328596997e-12,1.0831736217688e-11,2.120211588531e-11,2.7023195045294e-11,1.2022983836015e-11,-4.7280407000406e-11,-1.6768981018411e-10,-3.2712925970470004e-10,-4.1775321189977006e-10,-2.1136655202672002e-10,6.022332026174101e-10,2.2198461344381e-09,4.3179138012557e-09,5.5175765552514e-09,-6.4976406828315e-09,-2.5123165740044e-08,-4.8758253659199e-08,-6.2274669581041e-08,-3.7478211164416e-08,5.921860711082e-08,2.4305477828788e-07,4.710246139626e-07,6.0073657211661e-07,3.8393489045044e-07,-4.5411032139765e-07,-2.0097510864191e-06,-3.892748447949e-06,-4.9536939116403e-06,-3.3220051420346e-06
4.0,1.2919924580401001e-16,-6.4904220652803005e-18,-5.1647044247233e-16,-1.6070708225246e-15,-3.1121855436442e-15,-3.7683122653730005e-15,-3.1840996124422e-16,1.261461241792e-14,3.9776234156802e-14,7.6690895687579e-14,9.3746279502643e-14,1.8532508804762e-14,-2.6259822975541e-13,-8.420484663224599e-13,-1.6196245274810999e-12,-1.9943017071344e-12,-5.8347243554098e-13,4.6627259278363e-12,1.5272250195924e-11,2.9204055680692e-11,3.6141763116428e-11,1.3532618490308e-11,-7.0330316527245e-11,-2.3645265513408e-10,-4.5047526738057005e-10,-5.5932679866754e-10,-2.4772771162701e-10,9.015673365948201e-10,3.130523672394e-09,5.9443668936136e-09,7.3939548569768e-09,-9.8061953495003e-09,-3.5437672405465e-08,-6.7104957866614e-08,-8.3511253004027e-08,-4.5964646687877e-08,9.0309582942595e-08,3.4295578883814e-07,6.4807047033686e-07,8.0604045398363e-07,4.7740248023544e-07,-7.0214923103325e-07,-2.8371012333617e-06,-5.3543684276582e-06,-6.6494479983742e-06,-4.1741985700186e-06
5.0,1.4454909548017e-16,-3.1790615893921e-17,-6.5526371688578e-16,-1.9488543301388e-15,-3.6651846294139e-15,-4.2314141580527e-15,2.5913131939495004e-16,1.6051567711838e-14,4.8225587505616e-14,9.0302353496038e-14,1.0558379907553999e-13,7.5236061184599e-15,-3.3534051425113e-13,-1.0207579740003e-12,-1.9042631296086998e-12,-2.2486612021368997e-12,-4.1003717860879996e-13,5.974027259035699e-12,1.8489710435559e-11,3.4326879107009e-11,4.0834218575709e-11,1.1291937626478e-11,-9.0597391155704e-11,-2.8626936168874e-10,-5.2933426519405e-10,-6.3300691489482e-10,-2.2525900899292003e-10,1.1691138172889e-09,3.7903907693582e-09,6.9826513428354e-09,8.3793984559682e-09,-1.282229977269e-08,-4.2915469109805e-08,-7.8798125100907e-08,-9.4745760324826e-08,-4.549588795119e-08,1.1933617387721e-07,4.1545212481424e-07,7.6071873246852e-07,9.1527797106806e-07,4.838646966576e-07,-9.4053820753657e-07,-3.4383830161814e-06,-6.2827454677288e-06,-7.5558133400986e-06,-4.3051088798399e-06
6.0,1.4331395242867002e-16,-6.7323712120688e-17,-7.626973721701501e-16,-2.1524890766483e-15,-3.9018311839853e-15,-4.2192753091857e-15,1.1517391559824e-15,1.8738791945026e-14,5.3248097242983e-14,9.6119247372462e-14,1.0577485335527e-13,-1.1667610151607e-14,-3.9289515058575e-13,-1.126784528186e-12,-2.0249912076821e-12,-2.2594941821954e-12,-5.6811409739376e-14,7.0263182413391e-12,2.0392796454338e-11,3.6492666824878e-11,4.1161168354724003e-11,5.7072941477483e-12,-1.0713056007801e-10,-3.1570730870953e-10,-5.625416441297201e-10,-6.3974354055742e-10,-1.4986690942307002e-10,1.3915821753282e-09,4.1801809418843e-09,7.4178683574634e-09,8.4867082185689e-09,-1.5386516179501e-08,-4.7334267017398e-08,-8.3674578833998e-08,-9.6126348659313e-08,-3.6863044110808e-08,1.4465626215516e-07,4.5834300773429e-07,8.0743853416178e-07,9.299200336037e-07,4.106094698258e-07,-1.1547554264079e-06,-3.794889153184e-06,-6.6655611901102e-06,-7.6852953578113e-06,-3.7723792662766e-06
7.0,1.2942888205319002e-16,-1.1023409526677001e-16,-8.4487010209772e-16,-2.2482215088777e-15,-3.8944640482453e-15,-3.845836801452e-15,2.2708385394877002e-15,2.0816305735515e-14,5.5592276205985e-14,9.5932641040913e-14,9.7138036665756e-14,-3.6728457542932e-14,-4.3795405852351e-13,-1.1759555842375e-12,-2.0197491520929997e-12,-2.0863942527153997e-12,4.2518575852107996e-13,7.8625731081457e-12,2.1267651080867e-11,3.6388700709852e-11,3.8199269514161e-11,-2.2673716595606997e-12,-1.2049065275012e-10,-3.2918311445577e-10,-5.6074663521588e-10,-5.961640548522301e-10,-3.6689494418383e-11,1.5747810670846e-09,4.3581182537962e-09,7.3911599946579e-09,7.9354190538674e-09,-1.7543279499939e-08,-4.9349406430768e-08,-8.3334414176718e-08,-9.0131394196454e-08,-2.2411316802638e-08,1.6645967961142e-07,4.7792394333889e-07,8.0374578717497e-07,8.7389196760307e-07,2.8057778926221e-07,-1.3440584274645e-06,-3.9582136460334e-06,-6.6315009476876e-06,-7.2354093627399e-06,-2.7673117516066e-06
8.0,1.0731670839662001e-16,-1.5795817187580002e-16,-9.106771223299202e-16,-2.2740134756648e-15,-3.7291506196354005e-15,-3.2393129662731e-15,3.5337450076278e-15,2.2493684221289e-14,5.6198370402127e-14,9.1871800526318e-14,8.284774381297e-14,-6.5438022049986e-14,-4.746879973661399e-13,-1.1881782115837998e-12,-1.9336993122552e-12,-1.7966449256244e-12,9.8590597494754e-13,8.552868410927e-12,2.1475389826893e-11,3.4832277023487e-11,3.316432434411e-11,-1.1679472211637e-11,-1.3165879187811001e-10,-3.3228049098572004e-10,-5.36603301353e-10,-5.2104784981971e-10,9.8959331502127e-11,1.7300951382359e-09,4.3979781259131e-09,7.0701161289244e-09,6.9734772312904e-09,-1.9400221154593e-08,-4.9793557360726e-08,-7.9676236712303e-08,-7.955958192622e-08,-4.5580789852827e-09,1.8554803387367e-07,4.8222086813359e-07,7.6803923614904e-07,7.7420367285625e-07,1.1757849811107e-07,-1.5127620024054e-06,-3.9943999030092e-06,-6.3330677587849e-06,-6.4290442448921e-06,-1.4895519579254e-06
